2.498372214246101786e-01,2.079997526182401302e+00,-2.415742845430174590e+00,1.552502185315936423e+00,-2.025344950843114764e-02,1.523086646131272426e+00,1.508759671930703039e+00,-4.498352760540035300e-01,-4.794935354923558074e-02,-3.642508081815031273e-01
-4.862873136293541787e-01,2.432548182019077743e+00,-2.819842224005162379e+00,-1.676561651430716615e-01,1.152432797981726598e+00,-2.051540657038097015e-01,1.674354283597935256e+00,9.233662271442636404e-01,-5.970967028911853269e-01,-7.825745694499067762e-01
1.303741948676692131e-01,1.371649637384461107e+00,-1.486616123433002201e+00,2.841992650585112856e-01,-2.793718530933015920e-01,4.832382188789020039e-01,-1.703311953229646125e+00,-1.318149268599615231e+00,-1.184271254340806268e+00,9.759933019447809555e-01
3.665773518773329798e-02,9.634231140857645315e-01,-1.689169602729653441e+00,-1.654943872865415777e+00,1.080409227622658896e+00,-7.397819060989329065e-01,-2.680127956913099241e-01,-6.261222430100259473e-01,1.000353125295667223e+00,1.644315598799827915e+00
1.564023742195914668e+00,1.105053484894594984e+00,-7.274267201214126288e-01,-1.604189282893356827e-01,-1.008432501620523336e+00,9.967470417919505055e-01,-1.442005908218283894e+00,3.785003243782082971e-01,-8.213494043419863333e-01,-1.749874609736708830e+00
1.585734100285130399e+00,1.670230115203403809e-01,-1.338342368970990570e-01,-2.811449150770815586e-01,-7.474105181087674632e-01,5.925923860652407837e-01,-2.407507026628842584e-02,1.139351346175053292e+00,-1.018468785644536911e+00,4.419178165277708875e-02
6.197247370285818846e-02,1.808092513984982830e+00,-1.554237527370716965e+00,-3.123384964072169478e-01,-7.370299689047641323e-01,1.900306522089140859e+00,1.535463631216131553e-01,1.281873052848536254e+00,-2.820951713797321958e-03,-3.070146301057726790e-01
-1.520494830002327991e-01,1.909344066268012341e+00,-2.749106196577789873e+00,-7.976560730621666540e-02,-8.136532738197885806e-01,-1.447875274253180022e-01,-4.090293513772850775e-01,5.546254929452654192e-01,-1.089266887151505436e+00,-1.962813588336154380e+00
3.831767844884951257e-01,1.092048099334994360e+00,-7.679761050089906060e-01,-1.202401350093940779e+00,1.805641009583654588e+00,-4.678814202217149165e-01,7.560165958799067720e-01,1.875314218488625784e+00,-9.747201677733641212e-02,-1.916833909021089744e+00
-1.596116788614610815e+00,2.135334022247930896e+00,-2.444068136113915823e+00,4.729431055379091919e-01,1.387370305499548706e-01,-1.187219848939265798e+00,-1.291161157612914057e+00,1.584362713576913384e-01,-5.446663670547627900e-01,3.031295849722764890e-01
1.194741991375907197e+00,7.027295536345684601e-01,-2.035225402433384900e-01,-2.402035643102986839e-01,1.527714557728786726e+00,2.572756234637394411e-03,6.336122556203036549e-01,-8.967169030852659706e-01,6.612241393586757408e-03,-1.045436915009467116e+00
7.258047125849268477e-01,8.147534671429849107e-01,-6.716123246818821446e-01,5.155797610669800302e-02,-2.626402795167913640e-01,-1.255729521152278760e+00,8.545264957418279295e-01,-2.024553189440072565e+00,-4.832488432035067505e-01,1.137978687939659138e-02
1.589233588951051379e+00,3.709228537356934474e-02,-5.550718856771268417e-01,-1.611705268876221508e-01,-5.740585534973227100e-01,-1.589988375429426393e-01,-6.083680375838212973e-01,-7.066591611971273501e-01,-5.844875170982336554e-01,-9.576415246665314074e-01
1.133443757446836564e+00,9.079493243613531162e-01,-7.936580422312202732e-01,-2.401565100492980553e-01,-8.395977497615445539e-01,-1.938422912125925324e+00,-1.110210263204259418e+00,-1.026170623557127737e+00,-1.086043166905759083e+00,1.992404621326173964e-01
